1005010002,健康运动、户外|运动服饰|运动夹克,adidas 户外梭织羽绒茄克 W66317 黑色 2XL   ,首页 > 运动户外 > 运动服装 > 运动棉衣 > ADIDAS 阿迪达斯,徐家汇商城,$N
NULL,NULL,ADIDAS SC(阿迪运动休闲)2013新款秋季女子运动夹克G77890 粉色 S,服饰内衣>运动>夹克>阿迪达斯（Adidas）>ADIDAS SC(阿迪运动休闲)201...,京东商城,圣尼西运动
NULL,NULL,adidas阿迪达斯2013新款男子运动夹克-X20757 红色X20757 M,服饰鞋帽>运动>夹克>阿迪达斯（Adidas）>adidas阿迪达斯2013新款男子运动...,京东商城,优天忆
NULL,NULL,adidas阿迪达斯2014春款男子运动夹克-X21105 X21108 G81404 灰色X21105 S,服饰鞋帽>运动>夹克>阿迪达斯（Adidas）>adidas阿迪达斯2014春款男子运动...,京东商城,优天忆
NULL,NULL,adidas阿迪达斯2013新款男子运动夹克-G86564 G86565 黄色G86564 S,服饰鞋帽>运动>夹克>adidas阿迪达斯>adidas阿迪达斯2013新款男子运动...,京东商城,优天忆
1008002015,服饰、鞋、包|男装|羽绒服,Adidas/阿迪达斯 男装冬季新款连帽运动夹克保暖羽绒服W57810 青色系W57810 M,服饰内衣>运动>棉服/羽绒服>阿迪达斯（Adidas）>Adidas/阿迪达斯 男装冬季新款连帽...,京东商城,天蓝运动专营店
1008001014,服饰、鞋、包|女装|短外套,新款 Adidas NEO阿迪休闲 女装 运动夹克 运动休闲外套 G80115 颜色G80115 1XL,服饰内衣>运动>夹克>新款 Adidas NEO阿迪休闲 女装...,京东商城,酷买运动专营店
1008002012,服饰、鞋、包|男装|外套,货到付款 秋冬新款 韩版潮流男士夹克 时尚连帽夹克男夹克 男式运动夹克外套 406-W16 藏蓝配红 185/100XXL,服饰鞋帽>男装>夹克>货到付款 秋冬新款 韩版潮流男士夹克 时...,京东商城,潮人堂
1005004001,健康运动、户外|体育娱乐、健身|羽毛球,YONEX尤尼克斯羽毛球服 男 秋冬装 运动夹克外套CS5129 外套蓝色 M,服饰鞋帽>运动>夹克>尤尼克斯（YONEX）>YONEX尤尼克斯羽毛球服 男 秋冬装 ...,京东商城,领跑运动
1008002012,服饰、鞋、包|男装|外套,Nike/耐克外套专柜正品2013新款男装运动夹克544140-602 红色 XL,服饰内衣>运动>夹克>耐克（NIKE）>Nike/耐克外套专柜正品2013新款男...,京东商城,黑曼巴
1008002008,服饰、鞋、包|男装|夹克,【货到付款】贵人鸟 kbird 秋冬男士运动夹克 加厚保暖外套 1223081 -3意大利蓝 S,服饰内衣>运动>夹克>贵人鸟（kbird）>【货到付款】贵人鸟 kbird 秋冬男士...,京东商城,贵人鸟专卖店
1008002008,服饰、鞋、包|男装|夹克,阿迪达斯Adidas女款2014新款运动夹克/茄克G72013 G72012 G72014 粉色G72013 S,服饰内衣>运动>夹克>阿迪达斯（Adidas）>阿迪达斯Adidas女款2014新款运动...,京东商城,幸运叶子运动专营店
NULL,NULL,Nike耐克男子运动夹克 425905-013 XXL,服饰鞋帽>运动>夹克>Nike耐克男子运动夹克 425905-...,京东商城,宝夏体育
1008002012,服饰、鞋、包|男装|外套,551334501A专柜361度外套男款上衣男装2013秋冬新款运动夹克 黑色 M(165cm),服饰鞋帽>运动>运动裤>551334501A专柜361度外套男款...,京东商城,福森运动专营店
1008002012,服饰、鞋、包|男装|外套,AGLEROC艾格利克 男士外套 多功能 运动夹克 货到付款 6AB316蓝色 L,服饰鞋帽>男装>夹克>ASOBIO>AGLEROC艾格利克 男士外套 多功能...,京东商城,鹰岩AGLEROC
NULL,NULL,阿迪达斯Adidas2013年专柜正品男子运动夹克 G86564/G86565 黄色 S,服饰鞋帽>运动>夹克>阿迪达斯（Adidas）>阿迪达斯Adidas2013年专柜正品男...,京东商城,静速运动
1008002008,服饰、鞋、包|男装|夹克,Nike耐克男款2013年8月新款运动夹克茄克 545433-010 545433-010 M,服饰内衣>运动>夹克>耐克（NIKE）>Nike耐克男款2013年8月新款运动夹...,京东商城,乐金运动户外
1008002012,服饰、鞋、包|男装|外套,Nike耐克2013年新款秋季9月男装运动夹克外套 543178-011 S,服饰内衣>运动>夹克>耐克（NIKE）>Nike耐克2013年新款秋季9月男装运...,京东商城,现代新锐运动专营店
NULL,NULL,劲豺 特卖疯抢男子秋冬季凤尾品质立领运动夹克 777,服饰箱包 > 休闲运动服装 > 风衣、夹克,亚马逊(卓越网),劲豺
1008002008,服饰、鞋、包|男装|夹克,耐克Nike女款2014新款运动夹克/茄克546397-652-422-409-338 粉红色-652 M,服饰内衣>运动>夹克>耐克（NIKE）>耐克Nike女款2014新款运动夹克/茄...,京东商城,幸运叶子运动专营店
1008002008,服饰、鞋、包|男装|夹克,adidas阿迪达斯男款2013年8月新款运动夹克茄克 G72952 G72952 S,服饰内衣>运动>夹克>阿迪达斯（Adidas）>adidas阿迪达斯男款2013年8月新...,京东商城,乐金运动户外
NULL,NULL,Nike耐克男子运动夹克 545383-547 M,服饰鞋帽>运动>夹克>Nike耐克男子运动夹克 545383-...,京东商城,加百利运动专营店
NULL,NULL,ADIDAS SC(阿迪运动休闲)女式运动夹克-Z50585 参照实物 L,服饰鞋帽>运动>夹克>ADIDAS SC(阿迪运动休闲)女式运...,京东商城,圣尼西运动
1008002012,服饰、鞋、包|男装|外套,Columbia 哥伦比亚 男士三合一连帽运动夹克 XXL,服饰内衣>男装>外套>哥伦比亚（Columbia）>Columbia 哥伦比亚 男士三合一连...,京东商城,eBay Style 秀
1008002008,服饰、鞋、包|男装|夹克,Columbia 男士 时尚长袖开襟运动夹克 黑色 L,哥伦比亚（Columbia）>Columbia 男士 时尚长袖开襟运动...,京东商城,eBay Style 秀
1008002008,服饰、鞋、包|男装|夹克,七匹狼 swsport 2013秋装新款 正品 男梭织运动夹克 161004 特价包邮促销 黑,首页> 男装> 夹克> 七匹狼 swsport 2013秋装新款 正品 男梭织运动夹克 161004 特价包邮促销,凡客诚品,Swsport
1008002008,服饰、鞋、包|男装|夹克,新款情侣款秋冬男士冲锋衣户外防水抓绒内胆运动夹克两件套 C F13388ZZL 玫红,首页> 男装> 夹克> 新款情侣款秋冬男士冲锋衣户外防水抓绒内胆运动夹克两件套 C F13388ZZL,凡客诚品,春之北纬
1008002010,服饰、鞋、包|男装|大衣,PUMA 彪马 男式 运动夹克 565472,服饰箱包 > 休闲运动服装 > 大衣、羽绒服,亚马逊(卓越网),PUMA 彪马
1008002012,服饰、鞋、包|男装|外套,menlow 曼奴 男士加绒加厚保暖长袖运动夹克拉链外套F01146CX2,服饰箱包 > 男装 > 夹克,亚马逊(卓越网),menlow 曼奴
1008002012,服饰、鞋、包|男装|外套,NIKE 耐克 男装新款运动夹克外套510150-890/063/010 灰色,首页 >运动户外 >运动服 >夹克 >NIKE 耐克 男装新款运动夹克外套510150-890/063/010,vjia,XIJIE西街运动旗舰店
1008002009,服饰、鞋、包|男装|风衣,普路达 男款秋季户外运动夹克 防风防晒衣 超薄透气防紫外线外套,运动户外休闲 > 露营、徒步 > 户外服装 > 男士 > 皮肤风衣,亚马逊(卓越网),普路达
NULL,NULL,Nike/耐克 女 2013秋新款 运动夹克 548565-032-063,所有分类>运动户外>运动服/包/配件>运动夹克>Nike/耐克>Nike/耐克 女 ...,1号店,Nike/耐克
1008002012,服饰、鞋、包|男装|外套,Adidas/阿迪达斯 2013新款 男装 运动夹克外套 G85422 G85421,所有分类>运动户外>运动服/包/配件>运动夹克>Adidas/阿迪达斯>Adidas/阿迪达...,1号店,Adidas/阿迪达斯
NULL,NULL,Nike/耐克 男子运动夹克外套 439253-403,所有分类>运动户外>运动服/包/配件>运动夹克>Nike/耐克>Nike/耐克 男子...,1号店,Nike/耐克
1008003093,服饰、鞋、包|内衣|保暖内衣,YICAINU/依采奴 14新款冬季女性运动夹克 修身插色外套 三层加厚毛绒内里保暖舒适防风CH-026,所有分类>服饰内衣、鞋靴童装>女装>棉衣棉服>YICAINU/依采奴>YICAINU/依采...,1号店,YICAINU/依采奴
NULL,NULL,Adidas/阿迪达斯 2013 女子运动夹克外套 Z04729,所有分类>运动户外>运动服/包/配件>运动夹克>Adidas/阿迪达斯>Adidas/阿迪达...,1号店,Adidas/阿迪达斯
1008001005,服饰、鞋、包|女装|卫衣、绒衫,Nike/耐克 女装2013新款运动夹克外套521402-010,所有分类>服饰内衣、鞋靴童装>女装>卫衣/绒衫>Nike/耐克>Nike/耐克 女装...,1号店,Nike/耐克
NULL,NULL,Adidas/阿迪达斯 男子运动夹克外套 W58453,所有分类>运动户外>运动服/包/配件>运动夹克>Adidas/阿迪达斯>Adidas/阿迪达...,1号店,Adidas/阿迪达斯
1008002012,服饰、鞋、包|男装|外套,REDU 热度 男士休闲运动夹克衫连帽薄款 男装秋装男式外套男式上衣 R7706,所有分类>服饰内衣、鞋靴童装>男装>夹克>REDU>REDU 热度 男士...,1号店,REDU
NULL,NULL,Adidas/阿迪达斯 男子运动夹克W58899生活NEO,所有分类>运动户外>运动服/包/配件>运动夹克>Adidas/阿迪达斯>Adidas/阿迪达...,1号店,Adidas/阿迪达斯
NULL,NULL,Kappa/卡帕 秋季女子运动夹克K0162MK35-990,所有分类>运动户外>运动服/包/配件>运动夹克>Kappa/卡帕>Kappa/卡帕 秋...,1号店,Kappa/卡帕
NULL,NULL,七匹狼swsport男针织运动夹克衫 外套男,服装 > 男士服装 > 外套 > 商品详情,当当网,七匹狼运动
NULL,NULL,曼奴 女士针织束腰纯棉运动夹克拉链外套F12060SX1,所有分类>运动户外>运动服/包/配件>运动夹克>曼奴>曼奴 女士针织束腰纯...,1号店,曼奴
1008002008,服饰、鞋、包|男装|夹克,Adidas/阿迪达斯 2013 新款 男款 运动夹克茄克G68107 G68105,所有分类>运动户外>运动服/包/配件>运动夹克>Adidas/阿迪达斯>Adidas/阿迪达...,1号店,Adidas/阿迪达斯
NULL,NULL,PEAK/匹克 男款 运动夹克 2013时尚纯色梭织立领拉链F221047,所有分类>运动户外>运动服/包/配件>运动夹克>PEAK/匹克>PEAK/匹克 男款...,1号店,PEAK/匹克
NULL,NULL,Adidas/阿迪达斯 男子 秋款 运动夹克 W60392,所有分类>运动户外>运动服/包/配件>运动夹克>Adidas/阿迪达斯>Adidas/阿迪达...,1号店,Adidas/阿迪达斯
NULL,NULL,Nike/耐克 男 2013秋新款 运动夹克 545433-010-410-065,所有分类>运动户外>运动服/包/配件>运动夹克>Nike/耐克>Nike/耐克 男 ...,1号店,Nike/耐克
NULL,NULL,阿迪达斯adidas2013女运动夹克外套G74905,运动户外 > 运动服装 > 夹克/外套 > 商品详情,当当网,阿迪达斯
1008002008,服饰、鞋、包|男装|夹克,贵人鸟正品 男装梭织夹克茄克运动服运动夹克1123189(-1暗军 XXXL),运动户外>夹克>贵人鸟>贵人鸟正品 男装梭织夹克茄克运动服运动夹克1123189(-1暗军 XXXL),国美电器网上商城,贵人鸟官方旗舰店
NULL,NULL,Nike/耐克 女 2013 针织运动夹克 547380-010-676,所有分类>运动户外>运动服/包/配件>运动夹克>Nike/耐克,1号店,运动夹克
NULL,NULL,AdidasNEO阿迪休闲女装运动夹克运动休闲 G82784(784 2XL),运动户外>夹克>阿迪达斯>AdidasNEO阿迪休闲女装运动夹克运动休闲 G82784(784 2XL),国美电器网上商城,酷爱网旗舰店
NULL,NULL,AdidasNEO阿迪休闲女装运动夹克 G84197(197 1XL),运动户外>夹克>阿迪达斯>AdidasNEO阿迪休闲女装运动夹克 G84197(197 1XL),国美电器网上商城,酷爱网旗舰店
1008004042,服饰、鞋、包|女鞋|雨鞋、雨靴,VANCL凡客诚品 女士7厘米运动夹克情侣款（女款）9633黑金色XS,首页>运动户外>运动服>健身服>VANCL凡客诚品女士7厘米运动...,苏宁,NULL
NULL,NULL,Adidas 阿迪达斯男运动夹克外套Z24318 黑灰 S,首页>运动户外>运动服>运动外套>Adidas阿迪达斯男运动夹克外套...,苏宁,阿迪达斯
NULL,NULL,AdidasNEO阿迪休闲女装运动夹克运动休闲 G79962(962 L),运动户外>夹克>阿迪达斯>AdidasNEO阿迪休闲女装运动夹克运动休闲 G79962(962 L),国美电器网上商城,酷爱网旗舰店
NULL,NULL,AdidasNEO阿迪休闲女装运动夹克运动休闲 G80115(115 L),运动户外>夹克>阿迪达斯>AdidasNEO阿迪休闲女装运动夹克运动休闲 G80115(115 L),国美电器网上商城,酷爱网旗舰店
1008002008,服饰、鞋、包|男装|夹克,PEAK/匹克 2013秋冬款 男装 休闲百搭梭织运动夹克 F213261,所有分类>运动户外>运动服/包/配件>运动夹克>PEAK/匹克>PEAK/匹克 20...,1号店,PEAK/匹克
1008001005,服饰、鞋、包|女装|卫衣、绒衫,Adidas阿迪达斯NEO女装休闲运动夹克 X57584(584 L),运动户外>卫衣/套头衫>阿迪达斯>Adidas阿迪达斯NEO女装休闲运动夹克 X57584(584 L),国美电器网上商城,酷爱网旗舰店
1005011003,健康运动、户外|户外服饰|抓绒衣裤、抓绒套装,GEQ 防风防水 mlb 棒球衫运动装 秋冬男款抓绒加厚运动夹克外套(蓝色 M),运动户外>卫衣/套头衫>耐克>GEQ 防风防水 mlb 棒球衫运动装 秋冬男款抓绒加厚运动夹克外套(蓝色 M),国美电器网上商城,愉悦运动专营店
1008002008,服饰、鞋、包|男装|夹克,2012秋季新品 阿迪达斯adidas三叶草男装运动夹克-X52038(如图 S),运动户外>夹克>阿迪达斯>2012秋季新品 阿迪达斯adidas三叶草男装运动夹克-X52038(如图 S),国美电器网上商城,宝库佳协运动专营店
NULL,NULL,预售代购LINING 李宁 2012春款男子运动夹克 AJDG027-1(如图 S),运动户外>夹克>李宁>预售代购LINING 李宁 2012春款男子运动夹克 AJDG027-1(如图 S),国美电器网上商城,宝库佳协运动专营店
NULL,NULL,Nike/耐克 男 2013新款 针织运动夹克 543474-010-481,所有分类>运动户外>运动服/包/配件>运动夹克>Nike/耐克>Nike/耐克 男 ...,1号店,Nike/耐克
NULL,NULL,Nike/耐克 男 2013 针织运动夹克 546353-010,所有分类>运动户外>运动服/包/配件>运动夹克>Nike/耐克>Nike/耐克 男 ...,1号店,Nike/耐克
1008002008,服饰、鞋、包|男装|夹克,AdidasNEO阿迪休闲男装运动夹克 G77857(857 S),运动户外>夹克>阿迪达斯>AdidasNEO阿迪休闲男装运动夹克 G77857(857 S),国美电器网上商城,酷爱网旗舰店
NULL,NULL,佐纳 新款运动夹克 秋冬运动跑步服健身加厚休闲运动外套(黑色 S),运动户外>夹克>佐纳>佐纳 新款运动夹克 秋冬运动跑步服健身加厚休闲运动外套(黑色 S),国美电器网上商城,zoano佐纳旗舰店
NULL,NULL,Adidas/阿迪达斯 2013 新款 男 运动夹克外套 G71057 G70073,所有分类>运动户外>运动服/包/配件>运动夹克>Adidas/阿迪达斯>Adidas/阿迪达...,1号店,Adidas/阿迪达斯
1008001005,服饰、鞋、包|女装|卫衣、绒衫,Adidas阿迪达斯NEO女装休闲运动夹克 X57824(824 M),运动户外>卫衣/套头衫>阿迪达斯休闲>Adidas阿迪达斯NEO女装休闲运动夹克 X57824(824 M),国美电器网上商城,酷爱网旗舰店
1008001005,服饰、鞋、包|女装|卫衣、绒衫,Adidas阿迪达斯NEO女装休闲运动夹克 X57584(584 M),运动户外>卫衣/套头衫>阿迪达斯>Adidas阿迪达斯NEO女装休闲运动夹克 X57584(584 M),国美电器网上商城,酷爱网旗舰店
NULL,NULL,ADIDAS SC(阿迪运动休闲)2012秋季男子运动夹克X58183(如图 M),运动户外>夹克>阿迪达斯>ADIDAS SC(阿迪运动休闲)2012秋季男子运动夹克X58183(如图 M),国美电器网上商城,宝库佳协运动专营店
NULL,NULL,Adidas/阿迪达斯 男款 2013秋新款 运动夹克 G72952,所有分类>运动户外>运动服/包/配件>运动夹克>Adidas/阿迪达斯>Adidas/阿迪达...,1号店,Adidas/阿迪达斯
NULL,NULL,Nike/耐克 男款 2013 秋 新款 运动夹克 547112-063-335-436,所有分类>运动户外>运动服/包/配件>运动夹克>Nike/耐克>Nike/耐克 男款...,1号店,Nike/耐克
NULL,NULL,NIKE 耐克 男子生活系列运动夹克外套 529053-010,NULL,型尚网,nike
NULL,NULL,温克 【新品预售款】秋冬新款休闲立领夹克时尚运动夹克1301005(黑色 L),运动户外>夹克>温克>温克 【新品预售款】秋冬新款休闲立领夹克时尚运动夹克1301005(黑色 L),国美电器网上商城,温克王官方旗舰店
NULL,NULL,AdidasNEO阿迪休闲女装运动夹克运动休闲 G82784(784 1XL),运动户外>夹克>阿迪达斯>AdidasNEO阿迪休闲女装运动夹克运动休闲 G82784(784 1XL),国美电器网上商城,酷爱网旗舰店
1008002010,服饰、鞋、包|男装|大衣,PUMA 彪马 女式 运动夹克 8276061601,服饰箱包 > 休闲运动服装 > 大衣、羽绒服,亚马逊(卓越网),PUMA 彪马
NULL,NULL,YICAINU/依采奴 13新款冬装外套 女式三层加厚运动夹克 毛绒内里舒适亲肤保暖防风CH-030,所有分类>运动户外>运动服/包/配件>运动夹克>YICAINU/依采奴>YICAINU/依采...,1号店,YICAINU/依采奴
1008003093,服饰、鞋、包|内衣|保暖内衣,YICAINU/依采奴 14新款冬季女性运动夹克 修身插色外套 三层加厚毛绒内里保暖舒适防风CH-026,所有分类>服饰内衣、鞋靴童装>女装>棉衣棉服>YICAINU/依采奴>YICAINU/依采...,1号店,YICAINU/依采奴
1008002008,服饰、鞋、包|男装|夹克,佐丹奴Giordano男装 防水防风多袋软壳运动夹克01073954 07黑檀灰色 大码(175/100A),服饰内衣>男装>夹克>佐丹奴（Giordano）>佐丹奴Giordano男装 防水防风多袋...,京东商城,佐丹奴官方旗舰店
NULL,NULL,佐纳FC12102 秋冬运动夹克加厚 女运动外套 专业紧身运动防风夹克风衣(黑色 XL),运动户外>夹克>佐纳>佐纳FC12102 秋冬运动夹克加厚 女运动外套 专业紧身运动防风夹克风衣(黑色 XL),国美电器网上商城,zoano佐纳旗舰店
NULL,NULL,Adidas NEO 阿迪达斯运动生活 NEO OWL SWTR 女式 运动夹克,服饰箱包 > 休闲运动服装 > 风衣、夹克,亚马逊(卓越网),NULL
1015008008,母婴童|妈妈专区|孕妇上装、孕妇套装,voit沃特 2013年秋款女运动服上衣 防水透气超轻梭织运动夹克 外套123201017,运动户外 > 运动服装 > 夹克/外套 > 商品详情,当当网,沃特
1015007014,母婴童|服饰寝居、童装、童鞋|裤子、牛仔裤,酷尼迪童装儿童羽绒服男童羽绒服运动夹克款棉服外套反季清仓 童装羽绒服 k603 枣红 160#,母婴>童装童鞋>羽绒服/棉服>酷尼迪 >酷尼迪童装儿童羽绒服男童羽绒服运动夹克款...,京东商城,酷尼迪旗舰店
NULL,NULL,ADIDAS阿迪达斯男子运动夹克针织外套X21105 X21108 X21105 XS,服饰鞋帽>运动>夹克>ADIDAS阿迪达斯男子运动夹克针织外套...,京东商城,炫动运动专营店
1008002008,服饰、鞋、包|男装|夹克,Senleis 森雷司 秋季新款男装外套夹克衫 男士休闲运动夹克 大码休闲百搭潮男外套 X1413W20XXJMJ,服饰箱包 > 男装 > 夹克,亚马逊(卓越网),NULL
1008002010,服饰、鞋、包|男装|大衣,PUMA 彪马 男式 运动夹克 565065,服饰箱包 > 休闲运动服装 > 男士 > 大衣、羽绒服,亚马逊(卓越网),NULL
NULL,NULL,贵人鸟 官方正品 冬季女士运动夹克 加厚保暖时尚外套1225014 -3翠绿,首页 >运动户外 >运动服 >夹克 >贵人鸟 官方正品 冬季女士运动夹克 加厚保暖时尚外套1225014,vjia,贵人鸟官方旗舰店
1008002008,服饰、鞋、包|男装|夹克,贵人鸟 正品 冬季保暖男士加绒运动夹克 休闲加厚外套1225025 -3意大利蓝,首页 >运动户外 >运动服 >夹克 >贵人鸟 正品 冬季保暖男士加绒运动夹克 休闲加厚外套1225025,vjia,贵人鸟官方旗舰店
1008002009,服饰、鞋、包|男装|风衣,贵人鸟 官方正品 男装秋冬新款时尚休闲运动夹克风衣外套 1103135(-1浅咖啡 M),运动户外>夹克>贵人鸟>贵人鸟 官方正品 男装秋冬新款时尚休闲运动夹克风衣外套 1103135(-1浅咖啡 M),国美电器网上商城,贵人鸟官方旗舰店
1008002008,服饰、鞋、包|男装|夹克,贵人鸟正品 男装梭织夹克茄克运动服运动夹克1123189(-1暗军 XXXL),运动户外>夹克>贵人鸟>贵人鸟正品 男装梭织夹克茄克运动服运动夹克1123189(-1暗军 XXXL),国美电器网上商城,贵人鸟官方旗舰店
1008002008,服饰、鞋、包|男装|夹克,KBIRD贵人鸟 男士新款时尚翻领潮流开衫运动夹克外套 1121181, 首页 > 运动 > 运动服 > 夹克 > KBIRD贵人鸟 男士新款时尚翻领潮流开衫运动夹克外套 1121181,优购网,K-BIRD/贵人鸟
1008001014,服饰、鞋、包|女装|短外套,Adidas NEO 阿迪休闲 女装 运动夹克 G77903,运动户外 > 运动服装 > 夹克/外套 > 商品详情,当当网,阿迪达斯
1008001014,服饰、鞋、包|女装|短外套,Adidas NEO 阿迪休闲女装 运动夹克 Z49407,运动户外 > 运动服装 > 夹克/外套 > 商品详情,当当网,阿迪达斯
NULL,NULL,ADIDAS阿迪达斯 2013秋季新款 NEO男子运动夹克现 G82926,运动户外 > 运动服装 > 夹克/外套 > 商品详情,当当网,ADIDAS阿迪达斯
NULL,NULL,NIKE/耐克2013年秋季男子运动夹克外套 546013-309  413,运动户外 > 运动服装 > 夹克/外套 > 商品详情,当当网,NIKE/耐克
1008001014,服饰、鞋、包|女装|短外套,Adidas NEO 阿迪休闲 女装 运动夹克 运动休闲 G79962,运动户外 > 运动服装 > 夹克/外套 > 商品详情,当当网,阿迪达斯
NULL,NULL,SCALER 思凯乐 徒步休闲系列 女式 运动夹克 F4020332,服饰箱包 > 休闲运动服装 > 女士 > 风衣、夹克 运动户外休闲 > 跑步 > 跑步服 > 女士 > 夹克,亚马逊(卓越网),NULL
1008001019,服饰、鞋、包|女装|羽绒服,361度官方正品女装连帽羽绒运动夹克运动茄克外套 6244208(黄 XXL),运动户外>羽绒服>361度>361度官方正品女装连帽羽绒运动夹克运动茄克外套 6244208(黄 XXL),国美电器网上商城,361度官方旗舰店
1008002012,服饰、鞋、包|男装|外套,贵人鸟 新款男装运动服撞色休闲运动夹克外套1121197 -3黑色/意大利蓝,首页 >运动户外 >运动服 >夹克 >贵人鸟 新款男装运动服撞色休闲运动夹克外套1121197,vjia,贵人鸟官方旗舰店
NULL,NULL,ADIDAS阿迪达斯2013新款男子训练运动夹克X12196 X12196 XL,服饰鞋帽>运动>夹克>adidas阿迪达斯>ADIDAS阿迪达斯2013新款男子训练...,京东商城,炫动运动专营店
1008003093,服饰、鞋、包|内衣|保暖内衣,YICAINU/依采奴 14新款三层加厚女式运动夹克 毛绒内里舒适亲肤保暖CH-030 豆绿 M,服饰内衣>运动>夹克>依采奴（YICAINU） >YICAINU/依采奴 14新款三层加厚...,京东商城,华顺户外服饰
NULL,NULL,Nike耐克男子运动夹克 576600-060 M,服饰鞋帽>运动>夹克>Nike耐克男子运动夹克 576600-...,京东商城,宝夏体育
NULL,NULL,Adidas阿迪达斯女子运动夹克外套Z24328 BS Z24328 S,服饰鞋帽>运动>夹克>Adidas阿迪达斯女子运动夹克外套Z2...,京东商城,互动网
NULL,NULL,Adidas阿迪达斯男子运动夹克外套Z21243 BS Z21243 S,服饰鞋帽>运动>夹克>Adidas阿迪达斯男子运动夹克外套Z2...,京东商城,互动网
1008001014,服饰、鞋、包|女装|短外套,ADIDAS阿迪达斯外套 2013秋装女装运动夹克G71179 G71186 G71180 G71186 XS,服饰内衣>运动>夹克>阿迪达斯（Adidas）>ADIDAS阿迪达斯外套 2013秋装女...,京东商城,万淘运动户外专营店
NULL,NULL,NIKE耐克女子运动夹克外套521408-580 HB 521408-580 S,服饰鞋帽>运动>夹克>耐克（NIKE）>NIKE耐克女子运动夹克外套521408...,京东商城,型尚网运动专营店
1008002008,服饰、鞋、包|男装|夹克,【支持货到付款】大码棉服2013热卖新品男士休闲运动夹克棉衣 6712 黑色 2xl,服饰鞋帽>运动>夹克>巴卡伦纳（BACRENNR）>【支持货到付款】大码棉服2013热卖新品...,京东商城,巴卡伦纳
NULL,NULL,NIKE耐克女子运动夹克外套503547-012 BS 503547-012 M,服饰鞋帽>运动>夹克>NIKE耐克女子运动夹克外套503547...,京东商城,互动网
NULL,NULL,NIKE耐克女子运动夹克外套524990-010 BS 524990-010 M,服饰鞋帽>运动>夹克>NIKE耐克女子运动夹克外套524990...,京东商城,互动网
NULL,NULL,阿迪达斯（Adidas）2013新款男款运动夹克外套G68116 G68116 M(成人),服饰鞋帽>运动>夹克>阿迪达斯（Adidas）>阿迪达斯（Adidas）2013新款男款...,京东商城,酷爱运动专营店
NULL,NULL,NIKE耐克女子运动夹克外套528807-063 HB 528807-063 S,服饰鞋帽>运动>夹克>耐克（NIKE）>NIKE耐克女子运动夹克外套528807...,京东商城,型尚网运动专营店
NULL,NULL,Adidas阿迪达斯女装2013新款运动夹克G77890 G84159 G84158 G84159 S,服饰内衣>运动>夹克>阿迪达斯（Adidas）>Adidas阿迪达斯女装2013新款运动...,京东商城,万淘运动户外专营店
1008002012,服饰、鞋、包|男装|外套,李宁运动服男装外套春秋款男士运动夹克 AJDH033-1-2-3 -1艳蓝色 XXL(成人),服饰内衣>运动>夹克>李宁（LI-NING）>李宁运动服男装外套春秋款男士运动夹克 A...,京东商城,万淘运动户外专营店
1008002012,服饰、鞋、包|男装|外套,【限时抢购】361度新款男装休闲外套翻领潮运动夹克 551337302 蓝 M,服饰内衣>运动>夹克>361度>【限时抢购】361度新款男装休闲外套翻领...,京东商城,361度官方旗舰店
NULL,NULL,NIKE耐克外套 冬装 正品2013新款 男子运动夹克 555409-015 黑色 M,服饰内衣>运动>夹克>耐克（NIKE）>NIKE耐克外套 冬装 正品2013新款...,京东商城,
NULL,NULL,Nike耐克2014年新款春季男子运动夹克585192-602/010/457/063 585192-602 S,服饰内衣>运动>卫衣>耐克（NIKE）>Nike耐克2014年新款春季男子运动夹...,京东商城,现代新锐运动专营店
NULL,NULL,Adidas阿迪达斯女子运动夹克 G84158 S,服饰内衣>运动>夹克>阿迪达斯（Adidas）>Adidas阿迪达斯女子运动夹克 G84...,京东商城,
NULL,NULL,NIKE 耐克 专柜正品 女子针织夹克 休闲运动夹克 外套 454569-618 618 L,服饰内衣>运动>夹克>耐克（NIKE）>NIKE 耐克 专柜正品 女子针织夹克 ...,京东商城,
1008001005,服饰、鞋、包|女装|卫衣、绒衫,Adidas阿迪达斯2014春季新款女装运动夹克外套D86962 D86961 D86961 XS,服饰内衣>运动>卫衣>阿迪达斯（Adidas）>Adidas阿迪达斯2014春季新款女装...,京东商城,炫动运动专营店
NULL,NULL,NIKE耐克外套2013新款女子运动夹克503547-012-014-409-602 503547-012 M,服饰内衣>运动>夹克>耐克（NIKE）>NIKE耐克外套2013新款女子运动夹克...,京东商城,
1008002012,服饰、鞋、包|男装|外套,Nike 耐克 男装2014春新款KOBE针织运动夹克外套588829-547 063 010 颜色588829-010 1XL,服饰内衣>运动>夹克>耐克（NIKE）>Nike 耐克 男装2014春新款KOB...,京东商城,酷买运动专营店
1015008008,母婴童|妈妈专区|孕妇上装、孕妇套装,沃特voit新款男式休闲外套上衣长袖梭织运动夹克123121182 黑色 XL,服饰内衣>运动>夹克>沃特（VOIT）>沃特voit新款男式休闲外套上衣长袖梭织...,京东商城,正飞运动专营店
1008002008,服饰、鞋、包|男装|夹克,阿迪达斯Adidas女款运动夹克/茄克G71186 G71187 G71188 灰色G71186 XS,服饰内衣>运动>夹克>阿迪达斯（Adidas）>阿迪达斯Adidas女款运动夹克/茄克G...,京东商城,幸运叶子运动专营店
